CMS AI FULL ASSEMBLY VIEW NOTES
================================
Job: 8418 2 cavity funnel with water and baffle change 7-3-13.sldasm
Image: C:\CMS_AI\datasets\cms_molds\label_queue\images\8418 2 cavity funnel with water and baffle change 7-3-13.sldasm_FULL_RIGHT.jpg
ViewType: right
PartCount: 397

Detected key roles:
TCP index: 99
BCP index: 103
ID Holder index: 66
OD Holder index: 98
ID Pot index: 48
OD Pot index: 72

Parts:
Index | Use | Class | Confidence | T | W | L | CenterX | CenterY | CenterZ | Component
170 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | -4.046 | 13.005 | -8.625 | BR37 Plug-8
171 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | 3.546 | 18.505 | -7.000 | BR37 Plug-9
172 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | 4.046 | 11.505 | -3.375 | BR37 Plug-21
173 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | 2.625 | 11.505 | 10.046 | BR37 Plug-23
174 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | -2.625 | 10.209 | -8.625 | BR37 Plug-24
175 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | 4.546 | 9.005 | -9.250 | BR37 Plug-5
176 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | -3.546 | 18.505 | -3.750 | BR37 Plug-20
177 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | -2.625 | 10.209 | 8.625 | BR37 Plug-26
178 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | 2.500 | 18.505 | 2.454 | BR37 Plug-27
179 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | 2.500 | 18.505 | -2.454 | BR37 Plug-29
180 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | 4.046 | 11.505 | 3.375 | BR37 Plug-31
181 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | -2.625 | 11.505 | -10.046 | BR37 Plug-30
182 | 0 | hardware_other | 0.250 | 0.406 | 0.654 | 0.654 | -3.625 | 9.005 | 10.046 | BR37 Plug-32
183 | 0 | leader_pin | 0.820 | 1.740 | 1.740 | 14.750 | 7.563 | 14.001 | 16.313 | Leader Pin(5424-GL)-3
184 | 0 | leader_pin | 0.550 | 0.625 | 0.625 | 13.993 | -2.500 | 2.559 | -6.500 | Ejector Pin B(EX-25 .375)-8
185 | 0 | leader_pin | 0.550 | 0.438 | 0.438 | 14.143 | 0.000 | 2.634 | -3.500 | Ejector Pin C(EX-17 .250)-1
186 | 0 | leader_pin | 0.550 | 0.438 | 0.438 | 14.143 | 0.000 | 2.634 | 3.500 | Ejector Pin C(EX-17 .250)-2
187 | 0 | leader_pin | 0.550 | 0.625 | 0.625 | 13.993 | 1.500 | 2.559 | -4.000 | Ejector Pin B(EX-25 .375)-6
188 | 0 | leader_pin | 0.820 | 1.740 | 1.740 | 14.750 | -7.563 | 14.000 | 16.125 | Leader Pin(5424-GL)-1
189 | 0 | leader_pin | 0.550 | 0.625 | 0.625 | 14.188 | 0.000 | 2.656 | 0.000 | Sprue Puller Pin(EX-25 .375)-1
190 | 0 | leader_pin | 0.550 | 0.625 | 0.625 | 13.993 | -2.500 | 2.559 | 6.500 | Ejector Pin B(EX-25 .375)-7
191 | 0 | leader_pin | 0.820 | 1.740 | 1.740 | 14.750 | -7.563 | 14.000 | -16.313 | Leader Pin(5424-GL)-2
192 | 0 | leader_pin | 0.820 | 1.740 | 1.740 | 14.750 | 7.563 | 14.000 | -16.313 | Leader Pin(5424-GL)-4
193 | 0 | bushing | 0.820 | 2.177 | 2.177 | 2.914 | -7.563 | 11.431 | -16.313 | Shoulder Bushing(5774)-3
194 | 0 | bushing | 0.820 | 1.751 | 2.177 | 2.177 | -4.500 | -4.673 | -13.500 | Ejector Bushing(GEB-150)-4
195 | 0 | leader_pin | 0.820 | 1.740 | 1.740 | 12.750 | -4.500 | 0.248 | 13.500 | Leader Pin(5420-GL)-4
196 | 0 | bushing | 0.820 | 2.177 | 2.177 | 2.914 | 7.563 | 11.431 | 16.313 | Shoulder Bushing(5774)-2
197 | 0 | leader_pin | 0.820 | 1.740 | 1.740 | 12.750 | -4.500 | 0.248 | -13.500 | Leader Pin(5420-GL)-2
198 | 0 | bushing | 0.820 | 1.751 | 2.177 | 2.177 | -4.500 | -4.673 | 13.500 | Ejector Bushing(GEB-150)-1
199 | 0 | bushing | 0.820 | 2.177 | 2.177 | 2.914 | -7.563 | 11.431 | 16.125 | Shoulder Bushing(5774)-4
200 | 0 | bushing | 0.820 | 1.751 | 2.177 | 2.177 | 4.500 | -4.673 | 13.500 | Ejector Bushing(GEB-150)-2
201 | 0 | bushing | 0.820 | 2.177 | 2.177 | 2.914 | 7.563 | 11.431 | -16.313 | Shoulder Bushing(5774)-1
202 | 0 | leader_pin | 0.820 | 1.740 | 1.740 | 12.750 | 4.500 | 0.248 | 13.500 | Leader Pin(5420-GL)-1
203 | 0 | leader_pin | 0.820 | 1.740 | 1.740 | 12.750 | 4.500 | 0.248 | -13.500 | Leader Pin(5420-GL)-3
204 | 0 | bushing | 0.820 | 1.751 | 2.177 | 2.177 | 4.500 | -4.673 | -13.500 | Ejector Bushing(GEB-150)-3
205 | 0 | leader_pin | 0.550 | 1.000 | 1.000 | 14.438 | -5.375 | 2.781 | -16.500 | Return Pin(EX-41 .750)-1
206 | 0 | leader_pin | 0.550 | 1.000 | 1.000 | 14.438 | 5.375 | 2.781 | 16.500 | Return Pin(EX-41 .750)-2
207 | 0 | leader_pin | 0.550 | 1.000 | 1.000 | 14.438 | 5.375 | 2.781 | -16.500 | Return Pin(EX-41 .750)-3
208 | 0 | leader_pin | 0.550 | 1.000 | 1.000 | 14.438 | -5.375 | 2.781 | 16.375 | Return Pin(EX-41 .750)-4
209 | 0 | hardware_other | 0.250 | 0.500 | 0.752 | 0.752 | -7.969 | 6.625 | 13.000 | Tubular Dowel(34X12)-3
210 | 0 | support_plate | 0.820 | 3.000 | 3.000 | 10.000 | 0.000 | -0.750 | 6.125 | Support Pillar-10
211 | 0 | support_plate | 0.820 | 3.000 | 3.000 | 10.000 | -4.000 | -0.750 | -4.000 | Support Pillar-3
212 | 0 | support_plate | 0.820 | 3.000 | 3.000 | 10.000 | 0.000 | -0.750 | -6.125 | Support Pillar-4
213 | 0 | support_plate | 0.820 | 3.000 | 3.000 | 10.000 | -2.250 | -0.750 | 0.000 | Support Pillar-7
214 | 0 | support_plate | 0.820 | 3.000 | 3.000 | 10.000 | -2.250 | -0.750 | -11.000 | Support Pillar-9
215 | 0 | hardware_other | 0.250 | 0.500 | 0.752 | 0.752 | -7.969 | 4.250 | 14.125 | Tubular Dowel(34X12)-1
216 | 0 | support_plate | 0.820 | 3.000 | 3.000 | 10.000 | 2.250 | -0.750 | 11.000 | Support Pillar-6
217 | 0 | support_plate | 0.820 | 3.000 | 3.000 | 10.000 | -4.000 | -0.750 | 4.000 | Support Pillar-11
218 | 0 | support_plate | 0.820 | 3.000 | 3.000 | 10.000 | 4.000 | -0.750 | 4.000 | Support Pillar-2
219 | 0 | support_plate | 0.820 | 3.000 | 3.000 | 10.000 | 2.250 | -0.750 | 0.000 | Support Pillar-5
220 | 0 | support_plate | 0.820 | 3.000 | 3.000 | 10.000 | 2.250 | -0.750 | -11.000 | Support Pillar-1
221 | 0 | support_plate | 0.820 | 3.000 | 3.000 | 10.000 | -2.250 | -0.750 | 11.000 | Support Pillar-8
222 | 0 | support_plate | 0.820 | 3.000 | 3.000 | 10.000 | 4.000 | -0.750 | -4.000 | Support Pillar-12
223 | 0 | hardware_other | 0.250 | 0.500 | 0.752 | 0.752 | 7.969 | 4.250 | -14.125 | Tubular Dowel(34X12)-2
224 | 0 | hardware_other | 0.250 | 0.500 | 0.752 | 0.752 | 7.969 | 4.250 | 14.125 | Tubular Dowel(34X12)-4
225 | 0 | hardware_other | 0.250 | 0.500 | 0.752 | 0.752 | 7.969 | 6.625 | -13.000 | Tubular Dowel(34X12)-5
226 | 0 | hardware_other | 0.250 | 0.500 | 0.752 | 0.752 | -7.969 | 4.250 | -14.125 | Tubular Dowel(34X12)-6
227 | 0 | hardware_other | 0.250 | 0.076 | 2.000 | 4.000 | 8.901 | 2.250 | 14.750 | VISION NAMETAG-1
228 | 0 | hardware_other | 0.250 | 0.380 | 1.500 | 3.500 | 9.128 | 10.010 | -14.000 | Safety Strap LSS-300-1
229 | 0 | bushing | 0.500 | 0.500 | 0.500 | 1.000 | 7.969 | -5.750 | 12.000 | Dowel Pin(.50 X 1.00)-4
230 | 0 | bushing | 0.500 | 0.500 | 0.500 | 1.000 | -7.969 | -5.750 | 12.000 | Dowel Pin(.50 X 1.00)-1
231 | 0 | bushing | 0.500 | 0.500 | 0.500 | 1.000 | -7.969 | -5.750 | -12.000 | Dowel Pin(.50 X 1.00)-2
232 | 0 | bushing | 0.500 | 0.500 | 0.500 | 1.000 | -7.969 | 21.885 | 12.000 | Dowel Pin(.50 X 1.00)-3
233 | 0 | hardware_other | 0.250 | 0.656 | 0.656 | 0.750 | 7.563 | 10.395 | 15.013 | FHCS(5_16-24 x .75)-1
234 | 0 | hardware_other | 0.250 | 0.656 | 0.656 | 0.750 | 7.563 | 10.395 | -15.013 | FHCS(5_16-24 x .75)-3
235 | 0 | hardware_other | 0.250 | 0.380 | 1.500 | 3.500 | -9.128 | 10.010 | 14.000 | Safety Strap LSS-300-2
236 | 0 | bushing | 0.500 | 0.500 | 0.500 | 1.000 | 7.969 | 21.885 | -12.000 | Dowel Pin(.50 X 1.00)-6
237 | 0 | hardware_other | 0.250 | 0.656 | 0.656 | 0.750 | -7.563 | 10.395 | -15.013 | FHCS(5_16-24 x .75)-2
238 | 0 | hardware_other | 0.250 | 0.656 | 0.656 | 0.750 | -7.563 | 10.395 | 14.825 | FHCS(5_16-24 x .75)-4
239 | 0 | bushing | 0.500 | 0.500 | 0.500 | 1.000 | 7.969 | -5.750 | -12.000 | Dowel Pin(.50 X 1.00)-5
240 | 0 | bushing | 0.500 | 0.437 | 0.437 | 0.906 | 0.000 | 8.288 | 11.000 | LHCS(Lhcs_312)-10
241 | 0 | bushing | 0.500 | 0.437 | 0.437 | 0.906 | -1.875 | 8.288 | 11.000 | LHCS(Lhcs_312)-5
242 | 0 | bushing | 0.500 | 0.437 | 0.437 | 0.906 | 0.000 | 8.288 | -11.000 | LHCS(Lhcs_312)-11
243 | 0 | bushing | 0.500 | 0.437 | 0.437 | 0.906 | -1.875 | 8.288 | 16.000 | LHCS(Lhcs_312)-4
244 | 0 | bushing | 0.500 | 0.437 | 0.437 | 0.906 | -1.875 | 8.288 | -16.000 | LHCS(Lhcs_312)-9
245 | 0 | leader_pin | 0.550 | 0.469 | 0.469 | 3.063 | -1.500 | 12.005 | 12.906 | SHCS(516X2-34)-8
246 | 0 | bushing | 0.500 | 0.437 | 0.437 | 0.906 | 0.000 | 8.288 | 16.000 | LHCS(Lhcs_312)-3
247 | 0 | bushing | 0.500 | 0.437 | 0.437 | 0.906 | -1.875 | 8.288 | -11.000 | LHCS(Lhcs_312)-6
248 | 0 | leader_pin | 0.550 | 0.469 | 0.469 | 3.063 | -1.500 | 9.755 | 12.906 | SHCS(516X2-34)-5
249 | 0 | bushing | 0.500 | 0.437 | 0.437 | 0.906 | 1.875 | 8.288 | 16.000 | LHCS(Lhcs_312)-8
250 | 0 | bushing | 0.500 | 0.437 | 0.437 | 0.906 | 0.000 | 8.288 | -16.000 | LHCS(Lhcs_312)-1
251 | 0 | bushing | 0.500 | 0.437 | 0.437 | 0.906 | 1.875 | 8.288 | 11.000 | LHCS(Lhcs_312)-7
252 | 0 | bushing | 0.500 | 0.437 | 0.437 | 0.906 | 1.875 | 8.288 | -16.000 | LHCS(Lhcs_312)-12
253 | 0 | leader_pin | 0.550 | 0.469 | 0.469 | 3.063 | 1.500 | 9.755 | 12.906 | SHCS(516X2-34)-1
254 | 0 | leader_pin | 0.550 | 0.469 | 0.469 | 3.063 | 1.500 | 9.755 | -12.906 | SHCS(516X2-34)-2
255 | 0 | bushing | 0.500 | 0.437 | 0.437 | 0.906 | 1.875 | 8.288 | -11.000 | LHCS(Lhcs_312)-2
256 | 0 | leader_pin | 0.550 | 0.469 | 0.469 | 3.063 | 1.500 | 12.005 | 12.906 | SHCS(516X2-34)-6
257 | 0 | leader_pin | 0.550 | 0.469 | 0.469 | 3.063 | -1.500 | 12.005 | -12.906 | SHCS(516X2-34)-4
258 | 0 | leader_pin | 0.550 | 0.469 | 0.469 | 3.063 | -1.500 | 9.755 | -12.906 | SHCS(516X2-34)-3
259 | 0 | leader_pin | 0.550 | 0.469 | 0.469 | 3.063 | 1.500 | 12.005 | -12.906 | SHCS(516X2-34)-7
260 | 0 | bushing | 0.500 | 0.563 | 0.563 | 1.625 | 0.000 | -4.750 | 2.000 | SHCS(38X1-14)-1
261 | 0 | bushing | 0.500 | 0.563 | 0.563 | 1.625 | 0.000 | -4.750 | -2.000 | SHCS(38X1-14)-2
262 | 0 | bushing | 0.500 | 0.563 | 0.563 | 1.625 | 1.750 | 10.827 | -1.000 | SHCS(38X1-14)-3
263 | 0 | bushing | 0.500 | 0.563 | 0.563 | 1.625 | 1.750 | 10.827 | 1.000 | SHCS(38X1-14)-8
264 | 0 | bushing | 0.500 | 0.563 | 0.563 | 1.625 | 6.438 | -4.750 | 4.000 | SHCS(38X1-14)-20
265 | 0 | bushing | 0.500 | 0.563 | 0.563 | 1.625 | -1.750 | 10.827 | 1.000 | SHCS(38X1-14)-13
266 | 0 | leader_pin | 0.550 | 0.563 | 0.563 | 3.625 | 2.625 | 9.563 | -14.250 | SHCS(38X3-14)-1
267 | 0 | bushing | 0.500 | 0.563 | 0.563 | 1.625 | -6.438 | -4.750 | -10.000 | SHCS(38X1-14)-15
268 | 0 | bushing | 0.500 | 0.563 | 0.563 | 1.625 | 6.438 | -4.750 | 17.125 | SHCS(38X1-14)-17
269 | 0 | bushing | 0.500 | 0.563 | 0.563 | 1.625 | 6.438 | -4.750 | -4.000 | SHCS(38X1-14)-10
270 | 0 | bushing | 0.500 | 0.563 | 0.563 | 1.625 | -2.000 | 9.182 | 0.875 | SHCS(38X1-14)-6
271 | 0 | bushing | 0.500 | 0.563 | 0.563 | 1.625 | 6.438 | -4.750 | 10.000 | SHCS(38X1-14)-19
272 | 0 | bushing | 0.500 | 0.563 | 0.563 | 1.625 | -6.438 | -4.750 | 17.125 | SHCS(38X1-14)-24
273 | 0 | bushing | 0.500 | 0.563 | 0.563 | 1.625 | -6.438 | -4.750 | -4.000 | SHCS(38X1-14)-14
274 | 0 | leader_pin | 0.550 | 0.563 | 0.563 | 3.625 | 2.625 | 9.562 | 12.750 | SHCS(38X3-14)-6
275 | 0 | bushing | 0.500 | 0.563 | 0.563 | 1.625 | -2.000 | 9.182 | -0.875 | SHCS(38X1-14)-23
276 | 0 | bushing | 0.500 | 0.563 | 0.563 | 1.625 | 2.000 | 9.182 | -0.875 | SHCS(38X1-14)-4
277 | 0 | bushing | 0.500 | 0.563 | 0.563 | 1.625 | -1.750 | 10.827 | -1.000 | SHCS(38X1-14)-5
278 | 0 | bushing | 0.500 | 0.563 | 0.563 | 1.625 | -6.438 | -4.750 | 10.000 | SHCS(38X1-14)-18
279 | 0 | bushing | 0.500 | 0.563 | 0.563 | 1.625 | -6.438 | -4.750 | 4.000 | SHCS(38X1-14)-7
280 | 0 | bushing | 0.500 | 0.563 | 0.563 | 1.625 | -6.438 | -4.750 | -17.125 | SHCS(38X1-14)-9
281 | 0 | bushing | 0.500 | 0.563 | 0.563 | 1.625 | 2.000 | 9.182 | 0.875 | SHCS(38X1-14)-11
282 | 0 | bushing | 0.500 | 0.563 | 0.563 | 1.625 | 0.000 | -4.750 | 9.000 | SHCS(38X1-14)-16
283 | 0 | bushing | 0.500 | 0.563 | 0.563 | 1.625 | 6.438 | -4.750 | -17.125 | SHCS(38X1-14)-12
284 | 0 | bushing | 0.500 | 0.563 | 0.563 | 1.625 | 0.000 | -4.750 | -9.000 | SHCS(38X1-14)-22
285 | 0 | bushing | 0.500 | 0.563 | 0.563 | 1.625 | 6.438 | -4.750 | -10.000 | SHCS(38X1-14)-21
286 | 0 | leader_pin | 0.550 | 0.563 | 0.563 | 3.625 | 2.625 | 9.563 | -10.750 | SHCS(38X3-14)-2
287 | 0 | leader_pin | 0.550 | 0.563 | 0.563 | 3.625 | 2.625 | 9.562 | 14.250 | SHCS(38X3-14)-3
288 | 0 | leader_pin | 0.550 | 0.563 | 0.563 | 3.625 | -2.625 | 9.563 | -14.250 | SHCS(38X3-14)-4
289 | 0 | leader_pin | 0.550 | 0.563 | 0.563 | 3.625 | -2.625 | 9.563 | -12.750 | SHCS(38X3-14)-5
290 | 0 | bushing | 0.500 | 0.938 | 0.938 | 2.375 | 0.000 | -5.928 | -6.125 | SHCS(58X1-34)-9
291 | 0 | bushing | 0.500 | 0.750 | 0.750 | 1.500 | -9.068 | 11.010 | 14.000 | SHCS(12X1-0)-4
292 | 0 | bushing | 0.500 | 0.938 | 0.938 | 2.375 | 4.000 | -5.928 | -4.000 | SHCS(58X1-34)-10
293 | 0 | bushing | 0.500 | 0.938 | 0.938 | 2.375 | -4.000 | -5.928 | -4.000 | SHCS(58X1-34)-12
294 | 0 | bushing | 0.500 | 0.938 | 0.938 | 2.375 | 2.250 | -5.928 | 0.000 | SHCS(58X1-34)-11
295 | 0 | bushing | 0.500 | 0.750 | 0.750 | 1.500 | -9.068 | 9.010 | 14.000 | SHCS(12X1-0)-2
296 | 0 | bushing | 0.500 | 0.750 | 0.750 | 1.500 | 9.068 | 11.010 | -14.000 | SHCS(12X1-0)-3
297 | 0 | bushing | 0.500 | 0.750 | 0.750 | 1.500 | 9.068 | 9.010 | -14.000 | SHCS(12X1-0)-1
298 | 0 | bushing | 0.500 | 0.375 | 0.375 | 1.000 | 0.000 | 23.652 | 1.575 | SHCS(14X34)-2
299 | 0 | bushing | 0.500 | 0.375 | 0.375 | 1.000 | 0.000 | 23.652 | -1.575 | SHCS(14X34)-1
300 | 0 | hardware_other | 0.250 | 1.142 | 3.500 | 5.000 | 0.000 | 10.564 | 0.000 | Runner Bar A-1
301 | 0 | hardware_other | 0.250 | 1.142 | 2.500 | 5.000 | 0.000 | 9.446 | 0.000 | Runner Bar B-1
302 | 0 | leader_pin | 0.550 | 0.563 | 0.563 | 3.625 | -2.625 | 9.563 | -10.750 | SHCS(38X3-14)-16
303 | 0 | leader_pin | 0.550 | 0.563 | 0.563 | 3.625 | 2.625 | 9.563 | -16.250 | SHCS(38X3-14)-7
304 | 0 | leader_pin | 0.550 | 0.563 | 0.563 | 3.625 | -2.625 | 9.562 | 10.750 | SHCS(38X3-14)-11
305 | 0 | leader_pin | 0.550 | 0.563 | 0.563 | 3.625 | -2.625 | 9.562 | 14.250 | SHCS(38X3-14)-15
306 | 0 | bushing | 0.500 | 0.750 | 0.750 | 2.250 | -7.969 | -6.000 | -15.875 | SHCS(12X1-34)-1
307 | 0 | bushing | 0.500 | 0.750 | 0.750 | 2.250 | 7.969 | -6.000 | 15.875 | SHCS(12X1-34)-2
308 | 0 | bushing | 0.500 | 0.750 | 0.750 | 2.250 | 7.969 | -6.000 | -15.875 | SHCS(12X1-34)-5
309 | 0 | leader_pin | 0.550 | 0.563 | 0.563 | 3.625 | -2.625 | 9.562 | 16.250 | SHCS(38X3-14)-8
310 | 0 | leader_pin | 0.550 | 0.563 | 0.563 | 3.625 | 2.625 | 9.562 | 16.250 | SHCS(38X3-14)-13
311 | 0 | bushing | 0.500 | 0.750 | 0.750 | 2.250 | -7.969 | -6.000 | 15.875 | SHCS(12X1-34)-6
312 | 0 | leader_pin | 0.550 | 0.563 | 0.563 | 3.625 | 2.625 | 9.563 | -12.750 | SHCS(38X3-14)-10
313 | 0 | leader_pin | 0.550 | 0.563 | 0.563 | 3.625 | 2.625 | 9.562 | 10.750 | SHCS(38X3-14)-9
314 | 0 | leader_pin | 0.550 | 0.563 | 0.563 | 3.625 | -2.625 | 9.562 | 12.750 | SHCS(38X3-14)-12
315 | 0 | leader_pin | 0.550 | 0.563 | 0.563 | 3.625 | -2.625 | 9.563 | -16.250 | SHCS(38X3-14)-14
316 | 0 | bushing | 0.500 | 0.750 | 0.750 | 2.250 | 7.969 | -6.000 | 0.000 | SHCS(12X1-34)-3
317 | 0 | bushing | 0.500 | 0.750 | 0.750 | 2.250 | -7.969 | -6.000 | 0.000 | SHCS(12X1-34)-4
318 | 0 | bushing | 0.500 | 0.750 | 0.750 | 2.500 | 7.969 | 22.510 | -2.875 | SHCS(12X2-0)-7
319 | 0 | bushing | 0.500 | 0.750 | 0.750 | 2.500 | -7.969 | 22.510 | 2.875 | SHCS(12X2-0)-8
320 | 0 | bushing | 0.500 | 0.750 | 0.750 | 2.500 | -7.969 | 22.510 | -2.875 | SHCS(12X2-0)-5
321 | 0 | bushing | 0.500 | 0.750 | 0.750 | 2.500 | 0.000 | 22.510 | 12.000 | SHCS(12X2-0)-1
322 | 0 | bushing | 0.500 | 0.750 | 0.750 | 2.500 | 0.000 | 22.510 | -12.000 | SHCS(12X2-0)-14
323 | 0 | bushing | 0.500 | 0.750 | 0.750 | 2.500 | -7.969 | 22.510 | 8.500 | SHCS(12X2-0)-11
324 | 0 | bushing | 0.500 | 0.750 | 0.750 | 2.500 | -7.969 | 22.510 | -14.125 | SHCS(12X2-0)-2
325 | 0 | bushing | 0.500 | 0.750 | 0.750 | 2.500 | -7.969 | 22.510 | 14.125 | SHCS(12X2-0)-3
326 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 2.750 | 2.500 | 22.375 | -9.000 | SHCS(12X2-14)-4
327 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | 0.000 | 5.885 | 12.000 | SHCS(12X2-34)-4
328 | 0 | bushing | 0.500 | 0.750 | 0.750 | 2.500 | 7.969 | 22.510 | 14.125 | SHCS(12X2-0)-12
329 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 2.750 | -2.500 | 22.375 | 3.000 | SHCS(12X2-14)-1
330 | 0 | bushing | 0.500 | 0.750 | 0.750 | 2.500 | 7.969 | 22.510 | 8.500 | SHCS(12X2-0)-10
331 | 0 | bushing | 0.500 | 0.750 | 0.750 | 2.500 | 7.969 | 22.510 | -8.500 | SHCS(12X2-0)-13
332 | 0 | bushing | 0.500 | 0.750 | 0.750 | 2.500 | 7.969 | 22.510 | 2.875 | SHCS(12X2-0)-9
333 | 0 | bushing | 0.500 | 0.750 | 0.750 | 2.500 | -7.969 | 22.510 | -8.500 | SHCS(12X2-0)-6
334 | 0 | bushing | 0.500 | 0.750 | 0.750 | 2.500 | 7.969 | 22.510 | -14.125 | SHCS(12X2-0)-4
335 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 2.750 | -2.500 | 22.375 | -9.000 | SHCS(12X2-14)-3
336 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 2.750 | 2.500 | 22.375 | 9.000 | SHCS(12X2-14)-5
337 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 2.750 | -2.500 | 22.375 | -3.000 | SHCS(12X2-14)-6
338 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 2.750 | 2.500 | 22.375 | 3.000 | SHCS(12X2-14)-7
339 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 2.750 | -2.500 | 22.375 | 9.000 | SHCS(12X2-14)-8
340 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | 2.500 | 5.885 | -1.750 | SHCS(12X2-34)-2
341 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | -7.969 | 5.885 | -13.000 | SHCS(12X2-34)-3
342 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 2.750 | 2.500 | 22.375 | -3.000 | SHCS(12X2-14)-2
343 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | -2.500 | 5.885 | 3.750 | SHCS(12X2-34)-1
344 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | -7.969 | 5.885 | 1.750 | SHCS(12X2-34)-5
345 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | -7.969 | 5.885 | 7.500 | SHCS(12X2-34)-6
346 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | 2.500 | 5.885 | -8.250 | SHCS(12X2-34)-13
347 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | -2.500 | 5.885 | -1.750 | SHCS(12X2-34)-15
348 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | -2.500 | 5.885 | 8.250 | SHCS(12X2-34)-24
349 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | -1.500 | 5.885 | -6.625 | SHCS(12X2-34)-18
350 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | 7.969 | 5.885 | -1.750 | SHCS(12X2-34)-20
351 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | -2.500 | 5.885 | 1.750 | SHCS(12X2-34)-27
352 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | 1.500 | 5.885 | -6.625 | SHCS(12X2-34)-7
353 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | 7.969 | 5.885 | 13.000 | SHCS(12X2-34)-29
354 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 8.000 | -1.250 | 17.875 | 11.000 | SHCS(12X7-12)-2
355 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 8.000 | -1.250 | 17.875 | -11.000 | SHCS(12X7-12)-4
356 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | 1.500 | 5.885 | 6.625 | SHCS(12X2-34)-11
357 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | -7.969 | 5.885 | -7.500 | SHCS(12X2-34)-21
358 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | 2.500 | 5.885 | 1.750 | SHCS(12X2-34)-19
359 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | 7.969 | 5.885 | 1.750 | SHCS(12X2-34)-22
360 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | 2.500 | 5.885 | -3.750 | SHCS(12X2-34)-25
361 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | 7.969 | 5.885 | 7.500 | SHCS(12X2-34)-9
362 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | 2.500 | 5.885 | 3.750 | SHCS(12X2-34)-10
363 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | 0.000 | 5.885 | -12.000 | SHCS(12X2-34)-12
364 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | -7.969 | 5.885 | 13.000 | SHCS(12X2-34)-17
365 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | 7.969 | 5.885 | -7.500 | SHCS(12X2-34)-16
366 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | -7.969 | 5.885 | -1.750 | SHCS(12X2-34)-8
367 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | 2.500 | 5.885 | 8.250 | SHCS(12X2-34)-14
368 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | -2.500 | 5.885 | -3.750 | SHCS(12X2-34)-23
369 | 0 | leader_pin | 0.550 | 0.750 | 0.750 | 3.250 | 7.969 | 5.885 | -13.000 | SHCS(12X2-34)-26
