CMS AI FULL ASSEMBLY VIEW NOTES
================================
Job: t001015_asm
Image: C:\CMS_AI\datasets\cms_molds\label_queue\images\t001015_asm_FULL_FRONT.jpg
ViewType: front
PartCount: 261

Detected key roles:
TCP index: 136
BCP index: 127
ID Holder index: 0
OD Holder index: 0
ID Pot index: 115
OD Pot index: 0

Parts:
Index | Use | Class | Confidence | T | W | L | CenterX | CenterY | CenterZ | Component
134 | 1 | rail | 0.880 | 2.000 | 2.000 | 4.500 | -9.129 | -1.125 | 0.000 | T001015_MOLDBASE_ASM-1/PILLAR_D2-X-4-5_T_DME-4
135 | 0 | hardware_other | 0.250 | 1.552 | 1.552 | 1.750 | -10.311 | 2.500 | 4.375 | T001015_MOLDBASE_ASM-1/GEB_1ID-X-1-3-8OD_DME-2
136 | 1 | rail | 0.880 | 2.625 | 4.500 | 15.500 | -9.129 | 7.188 | 0.000 | T001015_MOLDBASE_ASM-1/T001015_RAIL-TOP-1
137 | 1 | rail | 0.880 | 1.000 | 1.000 | 10.067 | -5.033 | -4.000 | 4.250 | T001015_MOLDBASE_ASM-1/T001015_RETURN-PIN-3
138 | 1 | rail | 0.880 | 2.000 | 2.000 | 4.500 | -9.129 | 0.000 | -4.000 | T001015_MOLDBASE_ASM-1/PILLAR_D2-X-4-5_T_DME-1
139 | 1 | rail | 0.880 | 0.938 | 0.938 | 7.125 | -9.129 | -6.875 | -4.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-5-8-X-6500-BOX-2
140 | 1 | rail | 0.880 | 2.000 | 2.000 | 4.500 | -9.129 | 2.500 | 0.000 | T001015_MOLDBASE_ASM-1/PILLAR_D2-X-4-5_T_DME-3
141 | 1 | rail | 0.880 | 0.938 | 0.938 | 7.125 | -9.129 | 6.875 | -4.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-5-8-X-6500-BOX-3
142 | 1 | rail | 0.880 | 1.000 | 1.000 | 10.067 | -5.033 | 4.250 | 4.375 | T001015_MOLDBASE_ASM-1/T001015_RETURN-PIN-1
143 | 1 | rail | 0.880 | 1.240 | 1.240 | 6.250 | -9.613 | 2.500 | 4.375 | T001015_MOLDBASE_ASM-1/EJ_LDR_PIN_D-1-X-6-25_PCS-3
144 | 1 | rail | 0.880 | 2.000 | 2.000 | 4.500 | -9.129 | 0.000 | 4.000 | T001015_MOLDBASE_ASM-1/PILLAR_D2-X-4-5_T_DME-2
145 | 0 | hardware_other | 0.250 | 1.552 | 1.552 | 1.750 | -10.311 | -2.500 | -4.250 | T001015_MOLDBASE_ASM-1/GEB_1ID-X-1-3-8OD_DME-4
146 | 1 | rail | 0.880 | 0.562 | 0.562 | 2.375 | -11.536 | 0.000 | -4.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-2000-1
147 | 1 | rail | 0.880 | 0.562 | 0.562 | 2.375 | -11.536 | 0.000 | 4.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-2000-2
148 | 1 | rail | 0.880 | 0.938 | 0.938 | 7.125 | -9.129 | 6.875 | 4.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-5-8-X-6500-BOX-4
149 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | -10.349 | -1.500 | -7.250 | T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-2
150 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | -10.349 | 5.250 | -2.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-5
151 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | -10.349 | -1.500 | 7.250 | T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-4
152 | 1 | rail | 0.880 | 0.875 | 1.010 | 2.422 | -11.533 | -5.118 | 0.000 | T001015_MOLDBASE_ASM-1/HKO_L1_9-16_TAP_3-4-10-2
153 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | -10.349 | 5.250 | 2.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-6
154 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.000 | -4.942 | -7.750 | -5.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-1-2-X-1500-4
155 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.000 | -4.942 | 0.000 | 7.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-1-2-X-1500-6
156 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.000 | -4.942 | 7.750 | 0.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-1-2-X-1500-8
157 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.000 | -4.942 | 4.000 | -7.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-1-2-X-1500-10
158 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.500 | -11.441 | -6.875 | -2.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-1-2-X-2000-4
159 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | -10.349 | 1.500 | 7.250 | T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-3
160 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | -10.349 | -5.250 | 2.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-8
161 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | -10.349 | 5.250 | -5.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-9
162 | 1 | rail | 0.880 | 0.938 | 0.938 | 7.125 | -9.129 | -6.875 | 0.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-5-8-X-6500-6
163 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | -10.349 | -5.250 | -5.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-10
164 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | -10.349 | -5.250 | 5.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-12
165 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.500 | -11.441 | 6.875 | -2.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-1-2-X-2000-1
166 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.500 | -11.441 | -6.875 | 2.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-1-2-X-2000-3
167 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.000 | -4.942 | -7.750 | 0.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-1-2-X-1500-3
168 | 1 | rail | 0.880 | 0.938 | 0.938 | 7.125 | -9.129 | -6.875 | -7.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-5-8-X-6500-4
169 | 1 | rail | 0.880 | 0.938 | 0.938 | 7.125 | -9.129 | -6.875 | 7.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-5-8-X-6500-3
170 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | -10.349 | 5.250 | 5.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-11
171 | 1 | rail | 0.880 | 0.938 | 0.938 | 7.125 | -9.129 | 6.875 | 0.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-5-8-X-6500-5
172 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | -10.349 | 1.500 | -7.250 | T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-1
173 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.500 | -11.441 | 6.875 | 2.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-1-2-X-2000-2
174 | 1 | rail | 0.880 | 0.875 | 1.010 | 2.422 | -11.533 | 5.118 | 0.000 | T001015_MOLDBASE_ASM-1/HKO_L1_9-16_TAP_3-4-10-1
175 | 1 | rail | 0.880 | 0.562 | 0.562 | 1.625 | -10.349 | -5.250 | -2.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-7
176 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.000 | -4.942 | 7.750 | 5.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-1-2-X-1500-1
177 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.000 | -4.942 | -7.750 | 5.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-1-2-X-1500-2
178 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.000 | -4.942 | -4.000 | 7.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-1-2-X-1500-5
179 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.000 | -4.942 | 4.000 | 7.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-1-2-X-1500-7
180 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.000 | -4.942 | 7.750 | -5.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-1-2-X-1500-9
181 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.000 | -4.942 | 0.000 | -7.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-1-2-X-1500-11
182 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.000 | -4.942 | -4.000 | -7.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-1-2-X-1500-12
183 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.000 | -4.942 | 0.000 | 0.000 | T001015_MOLDBASE_ASM-1/UNC-SHCS-1-2-X-1500-13
184 | 1 | rail | 0.880 | 1.000 | 1.000 | 8.375 | -7.004 | 4.000 | -3.000 | T001015_MOLDBASE_ASM-1/91259A230-1
185 | 1 | rail | 0.880 | 1.000 | 1.000 | 8.375 | -7.004 | -4.000 | 3.000 | T001015_MOLDBASE_ASM-1/91259A230-3
186 | 1 | rail | 0.880 | 1.000 | 1.000 | 8.375 | -7.004 | 4.000 | 3.000 | T001015_MOLDBASE_ASM-1/91259A230-2
187 | 1 | rail | 0.880 | 0.875 | 0.875 | 3.625 | -4.942 | -4.000 | -5.500 | T001015_MOLDBASE_ASM-1/91259A804-3
188 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | -3.614 | 6.000 | -6.745 | T001015_MOLDBASE_ASM-1/UNF-FHCS-1-4-X-0500-1
189 | 1 | rail | 0.880 | 0.875 | 0.875 | 3.625 | -4.942 | 4.000 | 5.500 | T001015_MOLDBASE_ASM-1/91259A804-1
190 | 1 | rail | 0.880 | 0.875 | 0.875 | 3.625 | -4.942 | -4.000 | 5.500 | T001015_MOLDBASE_ASM-1/91259A804-2
191 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | -3.614 | 6.125 | 6.995 | T001015_MOLDBASE_ASM-1/UNF-FHCS-1-4-X-0500-2
192 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | -3.614 | -6.000 | 6.745 | T001015_MOLDBASE_ASM-1/UNF-FHCS-1-4-X-0500-4
193 | 1 | rail | 0.880 | 0.875 | 0.875 | 3.625 | -4.942 | 4.000 | -5.500 | T001015_MOLDBASE_ASM-1/91259A804-4
194 | 0 | hardware_other | 0.250 | 0.480 | 0.480 | 0.500 | -3.614 | -6.000 | -6.745 | T001015_MOLDBASE_ASM-1/UNF-FHCS-1-4-X-0500-3
195 | 1 | rail | 0.880 | 1.000 | 1.000 | 8.375 | -7.004 | -4.000 | -3.000 | T001015_MOLDBASE_ASM-1/91259A230-4
196 | 1 | leader_pin | 0.550 | 0.375 | 0.375 | 1.875 | -2.984 | -4.063 | 8.283 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1625-1
197 | 1 | rail | 0.880 | 0.500 | 0.750 | 5.675 | -4.015 | -1.595 | 8.125 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-CB7-1
198 | 1 | bushing | 0.500 | 0.188 | 0.188 | 0.500 | -6.102 | -1.595 | 7.750 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-1
199 | 1 | bushing | 0.500 | 0.375 | 0.375 | 1.250 | -5.727 | -2.905 | 7.845 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-4
200 | 1 | bushing | 0.500 | 0.332 | 0.334 | 1.003 | -3.360 | -1.750 | 7.047 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_250X1-SPRING-2
201 | 0 | hardware_other | 0.250 | 0.250 | 0.900 | 3.000 | -3.734 | -2.250 | 7.300 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_PLC75-GP-1
202 | 1 | bushing | 0.500 | 0.332 | 0.334 | 1.003 | -3.359 | -2.750 | 7.047 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_250X1-SPRING-1
203 | 0 | hardware_other | 0.250 | 0.499 | 0.870 | 1.900 | -3.360 | -2.250 | 7.482 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_PLC75-WB-1
204 | 1 | rail | 0.880 | 0.750 | 0.900 | 3.000 | -3.234 | -2.250 | 7.300 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_PLC75-TG-1
205 | 1 | leader_pin | 0.550 | 0.375 | 0.375 | 1.375 | -3.162 | -1.030 | 7.300 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/UNC-LHCS-1-4-X-1250-1
206 | 1 | leader_pin | 0.550 | 0.375 | 0.375 | 1.375 | -3.162 | -3.470 | 7.300 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/UNC-LHCS-1-4-X-1250-2
207 | 1 | leader_pin | 0.550 | 0.125 | 0.125 | 0.625 | -3.297 | -2.250 | 7.427 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/DOWEL_PIN_D0125_L0625-1
208 | 1 | rail | 0.880 | 0.500 | 0.750 | 5.675 | -4.015 | -2.905 | 8.125 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-CB7-2
209 | 1 | rail | 0.880 | 0.750 | 1.500 | 4.250 | -2.984 | -2.250 | 8.500 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-GB-1
210 | 1 | leader_pin | 0.550 | 0.375 | 0.375 | 1.875 | -2.984 | -0.438 | 8.283 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1625-2
211 | 1 | bushing | 0.500 | 0.375 | 0.375 | 1.250 | -6.477 | -1.595 | 7.845 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-1
212 | 1 | bushing | 0.500 | 0.375 | 0.375 | 1.250 | -5.727 | -1.595 | 7.845 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-2
213 | 1 | bushing | 0.500 | 0.188 | 0.188 | 0.500 | -5.352 | -1.595 | 7.750 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-2
214 | 1 | bushing | 0.500 | 0.375 | 0.375 | 1.250 | -6.477 | -2.905 | 7.845 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-3
215 | 1 | bushing | 0.500 | 0.188 | 0.188 | 0.500 | -6.102 | -2.905 | 7.750 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-3
216 | 1 | bushing | 0.500 | 0.188 | 0.188 | 0.500 | -5.352 | -2.905 | 7.750 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-4
217 | 0 | hardware_other | 0.250 | 0.625 | 0.750 | 0.750 | -3.922 | -2.250 | 8.155 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-01-1
218 | 1 | bushing | 0.500 | 0.375 | 0.375 | 1.250 | -10.359 | -2.100 | 7.875 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-S_KIT_ASM-1/UNC-SHCS-1-4-X-1000-1
219 | 1 | bushing | 0.500 | 0.188 | 0.188 | 0.500 | -10.359 | -2.450 | 7.780 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-S_KIT_ASM-1/DOWEL_PIN-DME_D0188_L0500-2
220 | 1 | rail | 0.880 | 0.750 | 0.750 | 7.000 | -7.609 | -2.250 | 8.155 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-02-1
221 | 0 | hardware_other | 0.250 | 0.030 | 0.750 | 1.600 | -10.309 | -2.250 | 7.765 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-03-1
222 | 1 | bushing | 0.500 | 0.188 | 0.188 | 0.500 | -10.859 | -2.050 | 7.780 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-S_KIT_ASM-1/DOWEL_PIN-DME_D0188_L0500-1
223 | 1 | bushing | 0.500 | 0.375 | 0.375 | 1.250 | -10.859 | -2.400 | 7.875 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-S_KIT_ASM-1/UNC-SHCS-1-4-X-1000-2
224 | 1 | bushing | 0.500 | 0.312 | 0.312 | 0.940 | -4.109 | -2.250 | 8.155 | T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-S_KIT_ASM-1/UNF-SHCS-M-10-X-0750-1
225 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.250 | 4.691 | 1.600 | -4.250 | T001015_INSERT-ASSEMBLY_ASM-1/UNC-SHCS-1-2-X-1750-4
226 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.750 | -2.441 | 2.850 | -3.000 | T001015_INSERT-ASSEMBLY_ASM-1/UNC-SHCS-1-2-X-2250-1
227 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.750 | -2.441 | 2.850 | 3.000 | T001015_INSERT-ASSEMBLY_ASM-1/UNC-SHCS-1-2-X-2250-4
228 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.250 | 4.691 | -2.525 | 4.250 | T001015_INSERT-ASSEMBLY_ASM-1/UNC-SHCS-1-2-X-1750-2
229 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.750 | -2.441 | -2.525 | -4.375 | T001015_INSERT-ASSEMBLY_ASM-1/UNC-SHCS-1-2-X-2250-2
230 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.250 | 4.691 | 1.600 | 4.250 | T001015_INSERT-ASSEMBLY_ASM-1/UNC-SHCS-1-2-X-1750-1
231 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.250 | 4.691 | -2.525 | -4.250 | T001015_INSERT-ASSEMBLY_ASM-1/UNC-SHCS-1-2-X-1750-3
232 | 1 | rail | 0.880 | 0.750 | 0.750 | 2.750 | -2.441 | -1.150 | 4.375 | T001015_INSERT-ASSEMBLY_ASM-1/UNC-SHCS-1-2-X-2250-3
233 | 1 | leader_pin | 0.550 | 0.375 | 0.375 | 1.875 | -2.984 | -0.438 | -8.283 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1625-1
234 | 1 | rail | 0.880 | 0.500 | 0.750 | 5.675 | -4.015 | -2.905 | -8.125 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-CB7-1
235 | 1 | bushing | 0.500 | 0.188 | 0.188 | 0.500 | -6.102 | -2.905 | -7.750 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-1
236 | 1 | bushing | 0.500 | 0.375 | 0.375 | 1.250 | -5.727 | -1.595 | -7.845 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-4
237 | 1 | bushing | 0.500 | 0.332 | 0.334 | 1.003 | -3.360 | -2.750 | -7.047 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_250X1-SPRING-2
238 | 0 | hardware_other | 0.250 | 0.250 | 0.900 | 3.000 | -3.734 | -2.250 | -7.300 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_PLC75-GP-1
239 | 1 | bushing | 0.500 | 0.332 | 0.334 | 1.003 | -3.359 | -1.750 | -7.047 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_250X1-SPRING-1
240 | 0 | hardware_other | 0.250 | 0.499 | 0.870 | 1.900 | -3.360 | -2.250 | -7.482 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_PLC75-WB-1
241 | 1 | rail | 0.880 | 0.750 | 0.900 | 3.000 | -3.234 | -2.250 | -7.300 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_PLC75-TG-1
242 | 1 | leader_pin | 0.550 | 0.375 | 0.375 | 1.375 | -3.162 | -3.470 | -7.300 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/UNC-LHCS-1-4-X-1250-1
243 | 1 | leader_pin | 0.550 | 0.375 | 0.375 | 1.375 | -3.162 | -1.030 | -7.300 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/UNC-LHCS-1-4-X-1250-2
244 | 1 | leader_pin | 0.550 | 0.125 | 0.125 | 0.625 | -3.297 | -2.250 | -7.427 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/DOWEL_PIN_D0125_L0625-1
245 | 1 | rail | 0.880 | 0.500 | 0.750 | 5.675 | -4.015 | -1.595 | -8.125 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-CB7-2
246 | 1 | rail | 0.880 | 0.750 | 1.500 | 4.250 | -2.984 | -2.250 | -8.500 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-GB-1
247 | 1 | leader_pin | 0.550 | 0.375 | 0.375 | 1.875 | -2.984 | -4.063 | -8.283 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1625-2
248 | 1 | bushing | 0.500 | 0.375 | 0.375 | 1.250 | -6.477 | -2.905 | -7.845 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-1
249 | 1 | bushing | 0.500 | 0.375 | 0.375 | 1.250 | -5.727 | -2.905 | -7.845 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-2
250 | 1 | bushing | 0.500 | 0.188 | 0.188 | 0.500 | -5.352 | -2.905 | -7.750 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-2
251 | 1 | bushing | 0.500 | 0.375 | 0.375 | 1.250 | -6.477 | -1.595 | -7.845 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-3
252 | 1 | bushing | 0.500 | 0.188 | 0.188 | 0.500 | -6.102 | -1.595 | -7.750 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-3
253 | 1 | bushing | 0.500 | 0.188 | 0.188 | 0.500 | -5.352 | -1.595 | -7.750 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-4
254 | 0 | hardware_other | 0.250 | 0.625 | 0.750 | 0.750 | -3.922 | -2.250 | -8.155 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-01-1
255 | 1 | bushing | 0.500 | 0.375 | 0.375 | 1.250 | -10.359 | -2.400 | -7.875 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-S_KIT_ASM-1/UNC-SHCS-1-4-X-1000-1
256 | 1 | bushing | 0.500 | 0.188 | 0.188 | 0.500 | -10.359 | -2.050 | -7.780 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-S_KIT_ASM-1/DOWEL_PIN-DME_D0188_L0500-2
257 | 1 | rail | 0.880 | 0.750 | 0.750 | 7.000 | -7.609 | -2.250 | -8.155 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-02-1
258 | 0 | hardware_other | 0.250 | 0.030 | 0.750 | 1.600 | -10.309 | -2.250 | -7.765 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-03-1
259 | 1 | bushing | 0.500 | 0.188 | 0.188 | 0.500 | -10.859 | -2.450 | -7.780 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-S_KIT_ASM-1/DOWEL_PIN-DME_D0188_L0500-1
260 | 1 | bushing | 0.500 | 0.375 | 0.375 | 1.250 | -10.859 | -2.100 | -7.875 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-S_KIT_ASM-1/UNC-SHCS-1-4-X-1000-2
261 | 1 | bushing | 0.500 | 0.312 | 0.312 | 0.940 | -4.109 | -2.250 | -8.155 | T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-S_KIT_ASM-1/UNF-SHCS-M-10-X-0750-1
