Index,Component,Role,Confidence,Quote,Thickness,Width,Length,CenterX,CenterY,CenterZ,Reason
132,T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-6,hardware_other,LOW,False,0.562,0.562,1.625,-10.349,5.250,2.000,Round hardware but role is not certain from dimensions alone.
133,T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-3,hardware_other,LOW,False,0.562,0.562,1.625,-10.349,1.500,7.250,Round hardware but role is not certain from dimensions alone.
134,T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-8,hardware_other,LOW,False,0.562,0.562,1.625,-10.349,-5.250,2.000,Round hardware but role is not certain from dimensions alone.
135,T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-2,hardware_other,LOW,False,0.562,0.562,1.625,-10.349,-1.500,-7.250,Round hardware but role is not certain from dimensions alone.
136,T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-4,hardware_other,LOW,False,0.562,0.562,1.625,-10.349,-1.500,7.250,Round hardware but role is not certain from dimensions alone.
137,T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-10,hardware_other,LOW,False,0.562,0.562,1.625,-10.349,-5.250,-5.000,Round hardware but role is not certain from dimensions alone.
138,T001015_MOLDBASE_ASM-1/UNC-SHCS-3-8-X-1250-5,hardware_other,LOW,False,0.562,0.562,1.625,-10.349,5.250,-2.000,Round hardware but role is not certain from dimensions alone.
139,T001015_MOLDBASE_ASM-1/TUBE_DOWEL_D0875_L0500-1,hardware_other,LOW,False,0.500,0.875,0.875,-6.879,-6.875,-4.000,Round hardware but role is not certain from dimensions alone.
140,T001015_MOLDBASE_ASM-1/TUBE_DOWEL_D0875_L0500-5,hardware_other,LOW,False,0.500,0.875,0.875,-11.379,-6.875,4.000,Round hardware but role is not certain from dimensions alone.
141,T001015_MOLDBASE_ASM-1/TUBE_DOWEL_D0875_L0500-6,hardware_other,LOW,False,0.500,0.875,0.875,-11.379,-6.875,-4.000,Round hardware but role is not certain from dimensions alone.
142,T001015_MOLDBASE_ASM-1/TUBE_DOWEL_D0875_L0500-4,hardware_other,LOW,False,0.500,0.875,0.875,-6.879,6.875,-4.000,Round hardware but role is not certain from dimensions alone.
143,T001015_MOLDBASE_ASM-1/TUBE_DOWEL_D0875_L0500-8,hardware_other,LOW,False,0.500,0.875,0.875,-11.379,6.875,4.000,Round hardware but role is not certain from dimensions alone.
144,T001015_MOLDBASE_ASM-1/TUBE_DOWEL_D0875_L0500-2,hardware_other,LOW,False,0.500,0.875,0.875,-6.879,-6.875,4.000,Round hardware but role is not certain from dimensions alone.
145,T001015_MOLDBASE_ASM-1/TUBE_DOWEL_D0875_L0500-7,hardware_other,LOW,False,0.500,0.875,0.875,-11.379,6.875,-4.000,Round hardware but role is not certain from dimensions alone.
146,T001015_MOLDBASE_ASM-1/TUBE_DOWEL_D0875_L0500-3,hardware_other,LOW,False,0.500,0.875,0.875,-6.879,6.875,4.000,Round hardware but role is not certain from dimensions alone.
147,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-01-1,hardware_other,LOW,False,0.625,0.750,0.750,-3.922,2.250,8.155,Round hardware but role is not certain from dimensions alone.
148,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-01-1,hardware_other,LOW,False,0.625,0.750,0.750,-3.922,-2.250,-8.155,Round hardware but role is not certain from dimensions alone.
149,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-01-1,hardware_other,LOW,False,0.625,0.750,0.750,-3.922,-2.250,8.155,Round hardware but role is not certain from dimensions alone.
150,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-01-1,hardware_other,LOW,False,0.625,0.750,0.750,-3.922,2.250,-8.155,Round hardware but role is not certain from dimensions alone.
151,UNC-SHCS-1-4-X-2000_-2,hardware_other,LOW,False,0.375,0.375,2.250,-2.724,-4.056,-0.423,Round hardware but role is not certain from dimensions alone.
152,UNC-SHCS-1-4-X-2000_-1,hardware_other,LOW,False,0.375,0.375,2.250,-2.724,-2.330,-0.574,Round hardware but role is not certain from dimensions alone.
153,UNC-SHCS-1-4-X-2000_-3,hardware_other,LOW,False,0.375,0.375,2.250,-2.724,-3.062,0.996,Round hardware but role is not certain from dimensions alone.
154,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1625-2,hardware_other,LOW,False,0.375,0.375,1.875,-2.984,4.063,8.283,Round hardware but role is not certain from dimensions alone.
155,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1625-2,hardware_other,LOW,False,0.375,0.375,1.875,-2.984,0.438,-8.283,Round hardware but role is not certain from dimensions alone.
156,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1625-1,hardware_other,LOW,False,0.375,0.375,1.875,-2.984,-0.438,-8.283,Round hardware but role is not certain from dimensions alone.
157,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1625-1,hardware_other,LOW,False,0.375,0.375,1.875,-2.984,-4.063,8.283,Round hardware but role is not certain from dimensions alone.
158,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1625-2,hardware_other,LOW,False,0.375,0.375,1.875,-2.984,-0.438,8.283,Round hardware but role is not certain from dimensions alone.
159,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1625-2,hardware_other,LOW,False,0.375,0.375,1.875,-2.984,-4.063,-8.283,Round hardware but role is not certain from dimensions alone.
160,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1625-1,hardware_other,LOW,False,0.375,0.375,1.875,-2.984,4.063,-8.283,Round hardware but role is not certain from dimensions alone.
161,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1625-1,hardware_other,LOW,False,0.375,0.375,1.875,-2.984,0.438,8.283,Round hardware but role is not certain from dimensions alone.
162,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/UNC-LHCS-1-4-X-1250-2,hardware_other,LOW,False,0.375,0.375,1.375,-3.162,-3.470,7.300,Round hardware but role is not certain from dimensions alone.
163,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/UNC-LHCS-1-4-X-1250-2,hardware_other,LOW,False,0.375,0.375,1.375,-3.162,-1.030,-7.300,Round hardware but role is not certain from dimensions alone.
164,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/UNC-LHCS-1-4-X-1250-2,hardware_other,LOW,False,0.375,0.375,1.375,-3.162,1.030,7.300,Round hardware but role is not certain from dimensions alone.
165,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/UNC-LHCS-1-4-X-1250-1,hardware_other,LOW,False,0.375,0.375,1.375,-3.162,-3.470,-7.300,Round hardware but role is not certain from dimensions alone.
166,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/UNC-LHCS-1-4-X-1250-1,hardware_other,LOW,False,0.375,0.375,1.375,-3.162,-1.030,7.300,Round hardware but role is not certain from dimensions alone.
167,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/UNC-LHCS-1-4-X-1250-1,hardware_other,LOW,False,0.375,0.375,1.375,-3.162,3.470,7.300,Round hardware but role is not certain from dimensions alone.
168,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/UNC-LHCS-1-4-X-1250-1,hardware_other,LOW,False,0.375,0.375,1.375,-3.162,1.030,-7.300,Round hardware but role is not certain from dimensions alone.
169,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/UNC-LHCS-1-4-X-1250-2,hardware_other,LOW,False,0.375,0.375,1.375,-3.162,3.470,-7.300,Round hardware but role is not certain from dimensions alone.
170,T001015_MOLDBASE_ASM-1/TLP75-3,hardware_other,LOW,False,0.188,1.000,1.000,-11.285,-3.000,2.000,Round hardware but role is not certain from dimensions alone.
171,T001015_MOLDBASE_ASM-1/TLP75-7,hardware_other,LOW,False,0.188,1.000,1.000,-11.285,4.000,-4.250,Round hardware but role is not certain from dimensions alone.
172,T001015_MOLDBASE_ASM-1/TLP75-1,hardware_other,LOW,False,0.188,1.000,1.000,-11.285,-4.000,4.250,Round hardware but role is not certain from dimensions alone.
173,T001015_MOLDBASE_ASM-1/TLP75-5,hardware_other,LOW,False,0.188,1.000,1.000,-11.285,3.000,-2.000,Round hardware but role is not certain from dimensions alone.
174,T001015_MOLDBASE_ASM-1/TLP75-6,hardware_other,LOW,False,0.188,1.000,1.000,-11.285,4.250,4.375,Round hardware but role is not certain from dimensions alone.
175,T001015_MOLDBASE_ASM-1/TLP75-2,hardware_other,LOW,False,0.188,1.000,1.000,-11.285,3.000,2.000,Round hardware but role is not certain from dimensions alone.
176,T001015_MOLDBASE_ASM-1/TLP75-4,hardware_other,LOW,False,0.188,1.000,1.000,-11.285,-3.000,-2.000,Round hardware but role is not certain from dimensions alone.
177,T001015_MOLDBASE_ASM-1/TLP75-8,hardware_other,LOW,False,0.188,1.000,1.000,-11.285,-4.000,-4.250,Round hardware but role is not certain from dimensions alone.
178,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-S_KIT_ASM-1/UNC-SHCS-1-4-X-1000-2,hardware_other,LOW,False,0.375,0.375,1.250,-10.859,-2.400,7.875,Round hardware but role is not certain from dimensions alone.
179,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-1,hardware_other,LOW,False,0.375,0.375,1.250,-6.477,1.595,-7.845,Round hardware but role is not certain from dimensions alone.
180,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-S_KIT_ASM-1/UNC-SHCS-1-4-X-1000-1,hardware_other,LOW,False,0.375,0.375,1.250,-10.359,-2.100,7.875,Round hardware but role is not certain from dimensions alone.
181,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-S_KIT_ASM-1/UNC-SHCS-1-4-X-1000-1,hardware_other,LOW,False,0.375,0.375,1.250,-10.359,2.100,-7.875,Round hardware but role is not certain from dimensions alone.
182,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-4,hardware_other,LOW,False,0.375,0.375,1.250,-5.727,2.905,-7.845,Round hardware but role is not certain from dimensions alone.
183,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-1,hardware_other,LOW,False,0.375,0.375,1.250,-6.477,-2.905,-7.845,Round hardware but role is not certain from dimensions alone.
184,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-S_KIT_ASM-1/UNC-SHCS-1-4-X-1000-2,hardware_other,LOW,False,0.375,0.375,1.250,-10.859,2.100,7.875,Round hardware but role is not certain from dimensions alone.
185,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-4,hardware_other,LOW,False,0.375,0.375,1.250,-5.727,-1.595,-7.845,Round hardware but role is not certain from dimensions alone.
186,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-S_KIT_ASM-1/UNC-SHCS-1-4-X-1000-1,hardware_other,LOW,False,0.375,0.375,1.250,-10.359,2.400,7.875,Round hardware but role is not certain from dimensions alone.
187,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-S_KIT_ASM-1/UNC-SHCS-1-4-X-1000-2,hardware_other,LOW,False,0.375,0.375,1.250,-10.859,-2.100,-7.875,Round hardware but role is not certain from dimensions alone.
188,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-3,hardware_other,LOW,False,0.375,0.375,1.250,-6.477,-2.905,7.845,Round hardware but role is not certain from dimensions alone.
189,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-2,hardware_other,LOW,False,0.375,0.375,1.250,-5.727,-1.595,7.845,Round hardware but role is not certain from dimensions alone.
190,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-3,hardware_other,LOW,False,0.375,0.375,1.250,-6.477,1.595,7.845,Round hardware but role is not certain from dimensions alone.
191,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-2,hardware_other,LOW,False,0.375,0.375,1.250,-5.727,2.905,7.845,Round hardware but role is not certain from dimensions alone.
192,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-1,hardware_other,LOW,False,0.375,0.375,1.250,-6.477,-1.595,7.845,Round hardware but role is not certain from dimensions alone.
193,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-4,hardware_other,LOW,False,0.375,0.375,1.250,-5.727,-2.905,7.845,Round hardware but role is not certain from dimensions alone.
194,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-3,hardware_other,LOW,False,0.375,0.375,1.250,-6.477,-1.595,-7.845,Round hardware but role is not certain from dimensions alone.
195,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-3,hardware_other,LOW,False,0.375,0.375,1.250,-6.477,2.905,-7.845,Round hardware but role is not certain from dimensions alone.
196,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-1,hardware_other,LOW,False,0.375,0.375,1.250,-6.477,2.905,7.845,Round hardware but role is not certain from dimensions alone.
197,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-4,hardware_other,LOW,False,0.375,0.375,1.250,-5.727,1.595,7.845,Round hardware but role is not certain from dimensions alone.
198,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-2,hardware_other,LOW,False,0.375,0.375,1.250,-5.727,1.595,-7.845,Round hardware but role is not certain from dimensions alone.
199,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-S_KIT_ASM-1/UNC-SHCS-1-4-X-1000-1,hardware_other,LOW,False,0.375,0.375,1.250,-10.359,-2.400,-7.875,Round hardware but role is not certain from dimensions alone.
200,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/UNC-SHCS-1-4-X-1000-2,hardware_other,LOW,False,0.375,0.375,1.250,-5.727,-2.905,-7.845,Round hardware but role is not certain from dimensions alone.
201,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-S_KIT_ASM-1/UNC-SHCS-1-4-X-1000-2,hardware_other,LOW,False,0.375,0.375,1.250,-10.859,2.400,-7.875,Round hardware but role is not certain from dimensions alone.
202,T001015_MOLDBASE_ASM-1/UNF-FHCS-1-4-X-0500-3,hardware_other,LOW,False,0.480,0.480,0.500,-3.614,-6.000,-6.745,Round hardware but role is not certain from dimensions alone.
203,T001015_MOLDBASE_ASM-1/UNF-FHCS-1-4-X-0500-4,hardware_other,LOW,False,0.480,0.480,0.500,-3.614,-6.000,6.745,Round hardware but role is not certain from dimensions alone.
204,T001015_MOLDBASE_ASM-1/UNC-FHCS-1-4-X-0500-2,hardware_other,LOW,False,0.480,0.480,0.500,-11.457,3.000,2.000,Round hardware but role is not certain from dimensions alone.
205,T001015_MOLDBASE_ASM-1/UNC-FHCS-1-4-X-0500-4,hardware_other,LOW,False,0.480,0.480,0.500,-11.457,-3.000,-2.000,Round hardware but role is not certain from dimensions alone.
206,T001015_MOLDBASE_ASM-1/UNC-FHCS-1-4-X-0500-5,hardware_other,LOW,False,0.480,0.480,0.500,-11.457,3.000,-2.000,Round hardware but role is not certain from dimensions alone.
207,T001015_MOLDBASE_ASM-1/UNC-FHCS-1-4-X-0500-6,hardware_other,LOW,False,0.480,0.480,0.500,-11.457,4.250,4.375,Round hardware but role is not certain from dimensions alone.
208,T001015_MOLDBASE_ASM-1/UNC-FHCS-1-4-X-0500-7,hardware_other,LOW,False,0.480,0.480,0.500,-11.457,4.000,-4.250,Round hardware but role is not certain from dimensions alone.
209,T001015_MOLDBASE_ASM-1/UNC-FHCS-1-4-X-0500-3,hardware_other,LOW,False,0.480,0.480,0.500,-11.457,-3.000,2.000,Round hardware but role is not certain from dimensions alone.
210,T001015_MOLDBASE_ASM-1/UNF-FHCS-1-4-X-0500-1,hardware_other,LOW,False,0.480,0.480,0.500,-3.614,6.000,-6.745,Round hardware but role is not certain from dimensions alone.
211,T001015_MOLDBASE_ASM-1/UNC-FHCS-1-4-X-0500-8,hardware_other,LOW,False,0.480,0.480,0.500,-11.457,-4.000,-4.250,Round hardware but role is not certain from dimensions alone.
212,T001015_MOLDBASE_ASM-1/UNF-FHCS-1-4-X-0500-2,hardware_other,LOW,False,0.480,0.480,0.500,-3.614,6.125,6.995,Round hardware but role is not certain from dimensions alone.
213,T001015_MOLDBASE_ASM-1/UNC-FHCS-1-4-X-0500-1,hardware_other,LOW,False,0.480,0.480,0.500,-11.457,-4.000,4.250,Round hardware but role is not certain from dimensions alone.
214,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_250X1-SPRING-1,hardware_other,LOW,False,0.332,0.334,1.003,-3.359,1.750,7.047,Round hardware but role is not certain from dimensions alone.
215,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_250X1-SPRING-2,hardware_other,LOW,False,0.332,0.334,1.003,-3.360,2.750,7.047,Round hardware but role is not certain from dimensions alone.
216,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_250X1-SPRING-1,hardware_other,LOW,False,0.332,0.334,1.003,-3.359,-2.750,7.047,Round hardware but role is not certain from dimensions alone.
217,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_250X1-SPRING-2,hardware_other,LOW,False,0.332,0.334,1.003,-3.360,-1.750,7.047,Round hardware but role is not certain from dimensions alone.
218,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_250X1-SPRING-2,hardware_other,LOW,False,0.332,0.334,1.003,-3.360,-2.750,-7.047,Round hardware but role is not certain from dimensions alone.
219,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_250X1-SPRING-1,hardware_other,LOW,False,0.332,0.334,1.003,-3.359,2.750,-7.047,Round hardware but role is not certain from dimensions alone.
220,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_250X1-SPRING-2,hardware_other,LOW,False,0.332,0.334,1.003,-3.360,1.750,-7.047,Round hardware but role is not certain from dimensions alone.
221,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/T001015_PLC75-WBA_ASM-1/T001015_250X1-SPRING-1,hardware_other,LOW,False,0.332,0.334,1.003,-3.359,-1.750,-7.047,Round hardware but role is not certain from dimensions alone.
222,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-S_KIT_ASM-1/UNF-SHCS-M-10-X-0750-1,hardware_other,LOW,False,0.312,0.312,0.940,-4.109,2.250,8.155,Round hardware but role is not certain from dimensions alone.
223,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-S_KIT_ASM-1/UNF-SHCS-M-10-X-0750-1,hardware_other,LOW,False,0.312,0.312,0.940,-4.109,2.250,-8.155,Round hardware but role is not certain from dimensions alone.
224,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-S_KIT_ASM-1/UNF-SHCS-M-10-X-0750-1,hardware_other,LOW,False,0.312,0.312,0.940,-4.109,-2.250,-8.155,Round hardware but role is not certain from dimensions alone.
225,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-S_KIT_ASM-1/UNF-SHCS-M-10-X-0750-1,hardware_other,LOW,False,0.312,0.312,0.940,-4.109,-2.250,8.155,Round hardware but role is not certain from dimensions alone.
226,UNF-FHCS-M-10-X-0625-2,hardware_other,LOW,False,0.359,0.359,0.625,5.547,-5.709,0.000,Round hardware but role is not certain from dimensions alone.
227,UNF-FHCS-M-10-X-0625-3,hardware_other,LOW,False,0.359,0.359,0.625,5.547,-1.870,-2.216,Round hardware but role is not certain from dimensions alone.
228,UNF-FHCS-M-10-X-0625-1,hardware_other,LOW,False,0.359,0.359,0.625,5.547,-1.870,2.216,Round hardware but role is not certain from dimensions alone.
229,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-03-1,hardware_other,LOW,False,0.030,0.750,1.600,-10.309,-2.250,7.765,Inside mold stack but not enough geometry to name confidently.
230,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-03-1,hardware_other,LOW,False,0.030,0.750,1.600,-10.309,-2.250,-7.765,Inside mold stack but not enough geometry to name confidently.
231,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-03-1,hardware_other,LOW,False,0.030,0.750,1.600,-10.309,2.250,-7.765,Inside mold stack but not enough geometry to name confidently.
232,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-S_KIT_ASM-1/T001015_PLC75-S-03-1,hardware_other,LOW,False,0.030,0.750,1.600,-10.309,2.250,7.765,Inside mold stack but not enough geometry to name confidently.
233,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-S_KIT_ASM-1/DOWEL_PIN-DME_D0188_L0500-1,hardware_other,LOW,False,0.188,0.188,0.500,-10.859,-2.050,7.780,Round hardware but role is not certain from dimensions alone.
234,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-4,hardware_other,LOW,False,0.188,0.188,0.500,-5.352,-1.595,-7.750,Round hardware but role is not certain from dimensions alone.
235,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-4,hardware_other,LOW,False,0.188,0.188,0.500,-5.352,-2.905,7.750,Round hardware but role is not certain from dimensions alone.
236,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-1,hardware_other,LOW,False,0.188,0.188,0.500,-6.102,-2.905,-7.750,Round hardware but role is not certain from dimensions alone.
237,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-1,hardware_other,LOW,False,0.188,0.188,0.500,-6.102,1.595,-7.750,Round hardware but role is not certain from dimensions alone.
238,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-1,hardware_other,LOW,False,0.188,0.188,0.500,-6.102,-1.595,7.750,Round hardware but role is not certain from dimensions alone.
239,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-2,hardware_other,LOW,False,0.188,0.188,0.500,-5.352,-2.905,-7.750,Round hardware but role is not certain from dimensions alone.
240,T0010115_LATCH-LOCK_ASM-3/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-3,hardware_other,LOW,False,0.188,0.188,0.500,-6.102,-2.905,7.750,Round hardware but role is not certain from dimensions alone.
241,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-2,hardware_other,LOW,False,0.188,0.188,0.500,-5.352,2.905,7.750,Round hardware but role is not certain from dimensions alone.
242,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-3,hardware_other,LOW,False,0.188,0.188,0.500,-6.102,2.905,-7.750,Round hardware but role is not certain from dimensions alone.
243,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-2,hardware_other,LOW,False,0.188,0.188,0.500,-5.352,1.595,-7.750,Round hardware but role is not certain from dimensions alone.
244,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-S_KIT_ASM-1/DOWEL_PIN-DME_D0188_L0500-1,hardware_other,LOW,False,0.188,0.188,0.500,-10.859,-2.450,-7.780,Round hardware but role is not certain from dimensions alone.
245,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-4,hardware_other,LOW,False,0.188,0.188,0.500,-5.352,1.595,7.750,Round hardware but role is not certain from dimensions alone.
246,T0010115_LATCH-LOCK_ASM-2/T001015_PLC75-S_KIT_ASM-1/DOWEL_PIN-DME_D0188_L0500-2,hardware_other,LOW,False,0.188,0.188,0.500,-10.359,2.450,-7.780,Round hardware but role is not certain from dimensions alone.
247,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-S_KIT_ASM-1/DOWEL_PIN-DME_D0188_L0500-2,hardware_other,LOW,False,0.188,0.188,0.500,-10.359,2.050,7.780,Round hardware but role is not certain from dimensions alone.
248,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-3,hardware_other,LOW,False,0.188,0.188,0.500,-6.102,-1.595,-7.750,Round hardware but role is not certain from dimensions alone.
249,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-1,hardware_other,LOW,False,0.188,0.188,0.500,-6.102,2.905,7.750,Round hardware but role is not certain from dimensions alone.
250,T0010115_LATCH-LOCK_ASM-4/T001015_PLC75-S_KIT_ASM-1/DOWEL_PIN-DME_D0188_L0500-2,hardware_other,LOW,False,0.188,0.188,0.500,-10.359,-2.050,-7.780,Round hardware but role is not certain from dimensions alone.
251,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-S_KIT_ASM-1/DOWEL_PIN-DME_D0188_L0500-1,hardware_other,LOW,False,0.188,0.188,0.500,-10.859,2.450,7.780,Round hardware but role is not certain from dimensions alone.
252,T0010115_LATCH-LOCK_ASM-1/T001015_PLC75-7-GBA_ASM-1/DOWEL_PIN_D0188_L0500-3,hardware_other,LOW,False,0.188,0.188,0.500,-6.102,1.595,7.750,Round hardware but role is not certain from dimensions alone.
253,DOWEL_PIN_D0188_L0500-1,hardware_other,LOW,False,0.188,0.188,0.500,-2.000,-4.150,0.000,Round hardware but role is not certain from dimensions alone.
